Entry	Entry.name	Protein.names	Organism	Length	Gene.name	Gene.ontology..cellular.component.	Gene.ontology..biological.process.	Gene.ontology..molecular.function.
Q9BQE4	SELS_HUMAN	Selenoprotein S (SelS) (VCP-interacting membrane protein)	Homo sapiens (Human)	189	SELENOS	cytoplasmic microtubule [GO:0005881]; Derlin-1 retrotranslocation complex [GO:0036513]; Derlin-1-VIMP complex [GO:0036502]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; low-density lipoprotein particle [GO:0034362]; plasma membrane [GO:0005886]; very-low-density lipoprotein particle [GO:0034361]	cell redox homeostasis [GO:0045454]; cellular response to insulin stimulus [GO:0032869]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to oxidative stress [GO:0034599]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; establishment of protein localization [GO:0045184]; negative regulation of acute inflammatory response to antigenic stimulus [GO:0002865]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of glucose import [GO:0046325]; negative regulation of glycogen biosynthetic process [GO:0045719]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of macrophage apoptotic process [GO:2000110]; negative regulation of nitric-oxide synthase biosynthetic process [GO:0051771]; negative regulation of tumor necrosis factor production [GO:0032720]; protein ubiquitination [GO:0016567]; regulation of gluconeogenesis [GO:0006111]; regulation of nitric oxide metabolic process [GO:0080164]; response to glucose [GO:0009749]; response to redox state [GO:0051775]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]	antioxidant activity [GO:0016209]; ATPase binding [GO:0051117]; enzyme binding [GO:0019899]; signaling receptor activity [GO:0038023]; ubiquitin-specific protease binding [GO:1990381]
Q9GZP9	DERL2_HUMAN	Derlin-2 (Degradation in endoplasmic reticulum protein 2) (DERtrin-2) (Der1-like protein 2) (F-LAN-1) (F-LANa)	Homo sapiens (Human)	239	DERL2	early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; integral component of endoplasmic reticulum membrane [GO:0030176]; late endosome [GO:0005770]; membrane [GO:0016020]	endoplasmic reticulum mannose trimming [GO:1904380]; endoplasmic reticulum unfolded protein response [GO:0030968]; negative regulation of retrograde protein transport, ER to cytosol [GO:1904153]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; retrograde protein transport, ER to cytosol [GO:0030970]; suckling behavior [GO:0001967]; ubiquitin-dependent ERAD pathway [GO:0030433]	
Q9NS93	TM7S3_HUMAN	Transmembrane 7 superfamily member 3 (Seven span transmembrane protein)	Homo sapiens (Human)	570	TM7SF3	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	cellular response to unfolded protein [GO:0034620]; negative regulation of programmed cell death [GO:0043069]; positive regulation of insulin secretion [GO:0032024]	
Q9NYU2	UGGG1_HUMAN	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	Homo sapiens (Human)	1555	UGGT1	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum quality control compartment [GO:0044322]; extracellular exosome [GO:0070062]; protein-containing complex [GO:0032991]	'de novo' posttranslational protein folding [GO:0051084]; endoplasmic reticulum mannose trimming [GO:1904380]; ER-associated misfolded protein catabolic process [GO:0071712]; protein N-linked glycosylation via asparagine [GO:0018279]	UDP-glucose:glycoprotein glucosyltransferase activity [GO:0003980]; unfolded protein binding [GO:0051082]
O14773	TPP1_HUMAN	Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I)	Homo sapiens (Human)	563	TPP1	extracellular exosome [GO:0070062]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; melanosome [GO:0042470]	bone resorption [GO:0045453]; central nervous system development [GO:0007417]; epithelial cell differentiation [GO:0030855]; IRE1-mediated unfolded protein response [GO:0036498]; lipid metabolic process [GO:0006629]; lysosome organization [GO:0007040]; nervous system development [GO:0007399]; neuromuscular process controlling balance [GO:0050885]; peptide catabolic process [GO:0043171]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	endopeptidase activity [GO:0004175]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; tripeptidyl-peptidase activity [GO:0008240]
O76031	CLPX_HUMAN	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	Homo sapiens (Human)	633	CLPX	cytosol [GO:0005829]; endopeptidase Clp complex [GO:0009368]; mitochondrial endopeptidase Clp complex [GO:0009841]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	ATP metabolic process [GO:0046034]; protein catabolic process [GO:0030163]; protein folding [GO:0006457]; proteolysis involved in cellular protein catabolic process [GO:0051603]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; metal ion binding [GO:0046872]; peptidase activator activity [GO:0016504]; unfolded protein binding [GO:0051082]
P02511	CRYAB_HUMAN	Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5) (HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component)	Homo sapiens (Human)	175	CRYAB	actin filament bundle [GO:0032432]; axon [GO:0030424]; cardiac myofibril [GO:0097512]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; M band [GO:0031430]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; postsynaptic density [GO:0014069]; synaptic membrane [GO:0097060]; Z disc [GO:0030018]	apoptotic process involved in morphogenesis [GO:0060561]; cellular response to gamma radiation [GO:0071480]; lens development in camera-type eye [GO:0002088]; microtubule polymerization or depolymerization [GO:0031109]; multicellular organism aging [GO:0010259]; muscle contraction [GO:0006936]; muscle organ development [GO:0007517]; negative regulation of amyloid fibril formation [GO:1905907]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of gene expression [GO:0010629]; negative regulation of intracellular transport [GO:0032387]; negative regulation of protein homooligomerization [GO:0032463]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; protein folding [GO:0006457]; protein homooligomerization [GO:0051260]; protein stabilization [GO:0050821]; regulation of cell death [GO:0010941]; regulation of cellular response to heat [GO:1900034]; response to estradiol [GO:0032355]; response to hydrogen peroxide [GO:0042542]; response to hypoxia [GO:0001666]; stress-activated MAPK cascade [GO:0051403]; tubulin complex assembly [GO:0007021]	amyloid-beta binding [GO:0001540]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; microtubule binding [GO:0008017]; protein-containing complex binding [GO:0044877]; protein homodimerization activity [GO:0042803]; structural constituent of eye lens [GO:0005212]; unfolded protein binding [GO:0051082]
P07996	TSP1_HUMAN	Thrombospondin-1 (Glycoprotein G)	Homo sapiens (Human)	1170	THBS1	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]; platelet alpha granule lumen [GO:0031093]; sarcoplasmic reticulum [GO:0016529]; secretory granule [GO:0030141]	activation of MAPK activity [GO:0000187]; behavioral response to pain [GO:0048266]; cell adhesion [GO:0007155]; cell cycle arrest [GO:0007050]; cell migration [GO:0016477]; cellular response to growth factor stimulus [GO:0071363]; cellular response to heat [GO:0034605]; cellular response to tumor necrosis factor [GO:0071356]; chronic inflammatory response [GO:0002544]; engulfment of apoptotic cell [GO:0043652]; extracellular matrix organization [GO:0030198]; immune response [GO:0006955]; inflammatory response [GO:0006954]; negative regulation of angiogenesis [GO:0016525]; negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II [GO:0002581]; negative regulation of apoptotic process [GO:0043066]; negative regulation of blood vessel endothelial cell migration [GO:0043537]; negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903588]; negative regulation of cell-matrix adhesion [GO:0001953]; negative regulation of cell migration involved in sprouting angiogenesis [GO:0090051]; negative regulation of cGMP-mediated signaling [GO:0010754]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of dendritic cell antigen processing and presentation [GO:0002605]; negative regulation of endothelial cell chemotaxis [GO:2001027]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of fibrinolysis [GO:0051918]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of interleukin-12 production [GO:0032695]; negative regulation of long-chain fatty acid import across plasma membrane [GO:0010748]; negative regulation of nitric oxide mediated signal transduction [GO:0010751]; negative regulation of plasminogen activation [GO:0010757]; negative regulation of sprouting angiogenesis [GO:1903671]; peptide cross-linking [GO:0018149]; platelet degranulation [GO:0002576]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood coagulation [GO:0030194]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of chemotaxis [GO:0050921]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902043]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of macrophage activation [GO:0043032]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of phosphorylation [GO:0042327]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of transforming growth factor beta1 production [GO:0032914]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; positive regulation of translation [GO:0045727]; positive regulation of tumor necrosis factor biosynthetic process [GO:0042535]; regulation of megakaryocyte differentiation [GO:0045652]; response to calcium ion [GO:0051592]; response to drug [GO:0042493]; response to endoplasmic reticulum stress [GO:0034976]; response to glucose [GO:0009749]; response to hypoxia [GO:0001666]; response to magnesium ion [GO:0032026]; response to mechanical stimulus [GO:0009612]; response to progesterone [GO:0032570]; response to testosterone [GO:0033574]; response to unfolded protein [GO:0006986]; sprouting angiogenesis [GO:0002040]	calcium ion binding [GO:0005509]; collagen V binding [GO:0070052]; extracellular matrix structural constituent [GO:0005201]; fibrinogen binding [GO:0070051]; fibroblast growth factor binding [GO:0017134]; fibronectin binding [GO:0001968]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; laminin binding [GO:0043236]; low-density lipoprotein particle binding [GO:0030169]; phosphatidylserine binding [GO:0001786]; proteoglycan binding [GO:0043394]; transforming growth factor beta binding [GO:0050431]
P25685	DNJB1_HUMAN	DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40) (Human DnaJ protein 1) (hDj-1)	Homo sapiens (Human)	340	DNAJB1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; sperm head [GO:0061827]	chaperone cofactor-dependent protein refolding [GO:0051085]; forebrain development [GO:0030900]; negative regulation of inclusion body assembly [GO:0090084]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription from RNA polymerase II promoter in response to stress [GO:0097201]; positive regulation of ATPase activity [GO:0032781]; regulation of cellular response to heat [GO:1900034]; response to unfolded protein [GO:0006986]	ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; cadherin binding [GO:0045296]; chaperone binding [GO:0051087]; Hsp70 protein binding [GO:0030544]; transcription corepressor activity [GO:0003714]; unfolded protein binding [GO:0051082]
P46379	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	Homo sapiens (Human)	1132	BAG6	BAT3 complex [GO:0071818]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	apoptotic process [GO:0006915]; brain development [GO:0007420]; cell differentiation [GO:0030154]; chromatin organization [GO:0006325]; endoplasmic reticulum stress-induced pre-emptive quality control [GO:0061857]; ER-associated misfolded protein catabolic process [GO:0071712]; immune response-activating cell surface receptor signaling pathway [GO:0002429]; internal peptidyl-lysine acetylation [GO:0018393]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; kidney development [GO:0001822]; lung development [GO:0030324]; maintenance of unfolded protein involved in ERAD pathway [GO:1904378]; natural killer cell activation [GO:0030101]; negative regulation of apoptotic process [GO:0043066]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of proteolysis [GO:0045861]; positive regulation of ERAD pathway [GO:1904294]; proteasomal protein catabolic process [GO:0010498]; protein localization to cytosolic proteasome complex involved in ERAD pathway [GO:1904379]; protein stabilization [GO:0050821]; regulation of cell population proliferation [GO:0042127]; regulation of embryonic development [GO:0045995]; spermatogenesis [GO:0007283]; synaptonemal complex assembly [GO:0007130]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]	Hsp70 protein binding [GO:0030544]; identical protein binding [GO:0042802]; misfolded protein binding [GO:0051787]; polyubiquitin modification-dependent protein binding [GO:0031593]; proteasome binding [GO:0070628]; ribosome binding [GO:0043022]; signaling receptor binding [GO:0005102]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-specific protease binding [GO:1990381]
Q15185	TEBP_HUMAN	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)	Homo sapiens (Human)	160	PTGES3	chaperone complex [GO:0101031]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; telomerase holoenzyme complex [GO:0005697]	chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated protein complex assembly [GO:0051131]; cyclooxygenase pathway [GO:0019371]; positive regulation of phosphorylation [GO:0042327]; positive regulation of telomerase activity [GO:0051973]; prostaglandin biosynthetic process [GO:0001516]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; regulation of cellular response to heat [GO:1900034]; signal transduction [GO:0007165]; telomerase holoenzyme complex assembly [GO:1905323]; telomere maintenance [GO:0000723]; telomere maintenance via telomerase [GO:0007004]; xenobiotic metabolic process [GO:0006805]	chaperone binding [GO:0051087]; DNA polymerase binding [GO:0070182]; Hsp90 protein binding [GO:0051879]; prostaglandin-E synthase activity [GO:0050220]; telomerase activity [GO:0003720]; unfolded protein binding [GO:0051082]
Q8N6T3	ARFG1_HUMAN	ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein)	Homo sapiens (Human)	406	ARFGAP1	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; postsynaptic density [GO:0014069]; synapse [GO:0045202]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; IRE1-mediated unfolded protein response [GO:0036498]; protein transport [GO:0015031]; regulation of ARF protein signal transduction [GO:0032012]; regulation of endocytosis [GO:0030100]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
Q96CS3	FAF2_HUMAN	FAS-associated factor 2 (Protein ETEA) (UBX domain-containing protein 3B) (UBX domain-containing protein 8)	Homo sapiens (Human)	445	FAF2	azurophil granule lumen [GO:0035578]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; lipid droplet [GO:0005811]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]	lipid droplet organization [GO:0034389]; neutrophil degranulation [GO:0043312]; response to unfolded protein [GO:0006986]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]	lipase binding [GO:0035473]; lipase inhibitor activity [GO:0055102]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]
Q96HE7	ERO1A_HUMAN	ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha)	Homo sapiens (Human)	468	ERO1A	dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]	4-hydroxyproline metabolic process [GO:0019471]; animal organ senescence [GO:0010260]; brown fat cell differentiation [GO:0050873]; cell redox homeostasis [GO:0045454]; cellular protein modification process [GO:0006464]; cellular response to hypoxia [GO:0071456]; cellular response to oxidative stress [GO:0034599]; chaperone cofactor-dependent protein refolding [GO:0051085]; endoplasmic reticulum unfolded protein response [GO:0030968]; extracellular matrix organization [GO:0030198]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein maturation by protein folding [GO:0022417]; release of sequestered calcium ion into cytosol [GO:0051209]; response to endoplasmic reticulum stress [GO:0034976]; response to temperature stimulus [GO:0009266]	disulfide oxidoreductase activity [GO:0015036]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]; protein disulfide isomerase activity [GO:0003756]; protein disulfide oxidoreductase activity [GO:0015035]
Q9BS26	ERP44_HUMAN	Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)	Homo sapiens (Human)	406	ERP44	cell surface [GO:0009986]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; specific granule lumen [GO:0035580]	cell redox homeostasis [GO:0045454]; glycoprotein metabolic process [GO:0009100]; neutrophil degranulation [GO:0043312]; protein folding [GO:0006457]; response to endoplasmic reticulum stress [GO:0034976]; response to unfolded protein [GO:0006986]	protein disulfide isomerase activity [GO:0003756]
Q9UBS4	DJB11_HUMAN	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)	Homo sapiens (Human)	358	DNAJB11	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; membrane [GO:0016020]	IRE1-mediated unfolded protein response [GO:0036498]; positive regulation of ATPase activity [GO:0032781]; protein folding [GO:0006457]; protein maturation [GO:0051604]	unfolded protein binding [GO:0051082]
Q9UHV9	PFD2_HUMAN	Prefoldin subunit 2	Homo sapiens (Human)	154	PFDN2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; prefoldin complex [GO:0016272]	positive regulation of cytoskeleton organization [GO:0051495]; protein folding [GO:0006457]	protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]
